code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table,public_subscription_multiple_ballot,one_lot_success_rate_pct,industry_level_1,industry_level_2,total_applicants,name_cs,cornerstone_count,cornerstone_amount_hkd,cornerstone_top_names,cornerstone_quality_score,lockup_end_date,record_date,margin_amount_hkd,margin_multiple,margin_over_text,underwriter_count,top_underwriters,bookrunner_count,top_bookrunners,lifecycle_stage,pre_listing_score,decision_tier,model_recommendation,risk_tags
1989.HK,广合科技,2026-03-20,2026-03-19,2026-03-12,2026-03-17,2026-03-18,2026-03-19,主板,"发售以供认购,发售以供配售",是,,71.88,71.88,100,7260.49,46000000,4600000,41400000,3306480000.0,3185260000.0,HKD,"约19.7%的所得款项净额预期将用于购置及安装先进的生产设备,以及优化专注于算力场景PCB的泰国基地二期的生产工艺及产品质量,进而提升公司的生产能力;约52.1%的所得款项净额预期将用于扩建及升级公司在广州基地的生产设施,尤其是HDIPCB的产能;约10.0%的所得款项净额预期将用于提升公司在开发材料技术、改良生产工艺及产品开发方面的研发能力;约8.2%的所得款项净额预期将用于寻求与公司业务互补及符合公司发展策略的战略合作伙伴关系、投资或收购项目;约10.0%的所得款项净额预期将用作营运资金及一般企业用途。",1070.72,14.64,44.94204652682,首发信息一览,1070.72,5.0,工业,信息技术,202417,广合科技,12.0,1485999780.0,惠理集团有限公司；UBS Asset Management (Singapore) Ltd.；景林资产管理香港有限公司；CPE Greater China Enterprises Growth Fund及CPE Growth Fund #1；Eastspring Investments (Singapore) Limited,55.0,2026-09-20,2026-03-17,272484660000,1053.5588,超购于823.0928倍,,,,,已上市/半新股,75.6,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
7489.HK,岚图汽车,2026-03-19,2026-02-12,,,,,主板,介绍,是,,,,,,,,,,,,,,,,首发信息一览,,,,,,,,,,,,,,,,,,,,已上市/半新股,45.0,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
3268.HK,美格智能,2026-03-10,2026-03-09,2026-02-27,2026-03-05,2026-03-06,2026-03-09,主板,"发售以供认购,发售以供配售",是,,28.86,28.86,100,2915.1,35000000,3500000,31500000,1161615000.0,1090800000.0,HKD,"所得款项净额约55%将用于提升公司的研发及创新能力;所得款项净额约10%将用于拓展公司的海外销售网络及在海外市场推广公司的产品;所得款项净额约10%将用于战略投资及╱或收购,以实现公司的长期增长战略;所得款项净额约15%将用于偿还2025年6月后到期的若干计息银行借款(利率介乎1.95%及2.27%),以优化公司的财务结构并降低借款成本;所得款项净额约10%将用于营运资金及一般公司用途。",174.12,4.5,39.472518863823,首发信息一览,174.12,5.0,资讯科技业,信息技术,57965,美格智能,8.0,458518700.0,宝月湖深产投共赢企业管理有限公司；周增昌；Harvest Oriental SP；名幸电子香港有限公司；锐明电子有限公司,50.0,2026-09-10,2026-03-05,11663060000,148.8037,超购于114.4644倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,53.9,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低；基石阵容较多
2715.HK,埃斯顿,2026-03-09,2026-04-07,2026-02-27,2026-03-04,2026-03-05,2026-03-06,主板,"发售以供认购,发售以供配售",是,15.36,17.0,15.36,200,3434.29,96780000,9678000,87102000,1486540800.0,1411530000.0,HKD,"约25.0%的所得款项净额,将用于扩充公司的全球生产能力,约25.0%的所得款项净额,将用于在全球产业链上下游有选择地寻求战略联盟、投资及收购机会,约20.0%的所得款项净额,将投资于研发项目,以推动下一代工业机器人技术的发展,旨在巩固公司的市场领导地位,约10.0%的所得款项净额,将用于提升公司的全球服务能力及开发组织范围内的数字化管理系统,旨在提升公司的全球品牌认知度并强化公司在国际市场中的核心竞争力,约10.0%的所得款项净额,将用于部分偿还现有贷款,剩余约10.0%的所得款项净额,将用于营运资金及一般企业用途。",19.67,3.34,35.181442446787,首发信息一览,19.67,4.99,工业,工业,27190,埃斯顿,7.0,522986496.0,Harvest Oriental SP；亨通光电国际有限公司；Dream’ee (Hong Kong) Open-ended Fund Company – Dream’ee JuneBeast Fund；至源控股有限公司；Haitian Huayuan (Singapore) Pte. Ltd.,50.0,2026-09-09,2026-03-04,2081470000,16.8944,超购于11.6513倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,50.5,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低；基石阵容较多
2692.HK,兆威机电,2026-03-09,2026-03-06,2026-02-27,2026-03-04,2026-03-05,2026-03-06,主板,"发售以供认购,发售以供配售",是,,73.68,71.28,100,7442.31,26748300,2674900,24073400,1906618824.0,1827730000.0,HKD,"所得款项净额的约35.0%,将用于在全球范围进行技术研发及扩展公司的产品组合。约30.0%,将用于在全球范围扩大公司的产能及提高生产效率。约15.0%,将用于有选择地开展全球战略合作、投资及并购,以增强公司在一体化微型传动与驱动系统及人形机器人等高增长应用场景领域的全球竞争力。约10.0%,将用于扩大公司的全球服务及销售网络及加大全球营销力度。约10.0%,将用作营运资金及一般企业用途。",1536.76,13.4,34.173012864369,首发信息一览,1536.76,4.0,工业,非日常生活消费品,180292,兆威机电,21.0,651549096.0,"HHLR Advisors, Ltd.；Perseverance Asset Management International (Singapore) Pte. Ltd.；Mirae Asset Securities (HK) Limited；苏州太湖金谷建设发展有限公司；Oakwise Growth Fund SPC – Global Select Opportunities Fund SP",50.0,2026-09-09,2026-03-04,233819240000,1517.2838,超购于1185.3779倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,78.6,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
2649.HK,优乐赛共享,2026-03-09,2026-03-06,2026-02-27,2026-03-04,2026-03-05,2026-03-06,主板,"发售以供认购,发售以供配售",是,11.0,14.0,11.0,500,7070.6,20336000,2034000,18302000,223696000.0,175520000.0,HKD,约25.0%将用于完善和升级数字系统和平台；约25.0%将用于推进公司的海外扩张战略；约20.0%将用于扩展公司在全国范围内的服务网络；约20.0%将用于通过收购将公司服务的应用场景拓展至其他下游行业；约10.0%将用于一般企业用途和营运资金。,5297.23,4.2,,首发信息一览,5297.23,0.04,工业,非日常生活消费品,162571,,,,,,,2026-03-04,116858320000,5251.517,超购于4102.7477倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,72.5,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
2706.HK,海致科技集团,2026-02-13,2026-02-12,2026-02-05,2026-02-10,2026-02-11,2026-02-12,主板,"发售以供认购,发售以供配售",是,25.6,28.0,27.06,200,5656.48,28030200,2803200,25227000,758497212.0,655400000.0,HKD,"约45.0%将用于研发以强化图模融合技术。约20.0%将用于优化Atlas智能体。约15.0%将用于深化与客户的合作,探索新应用场景以及拓展香港及新加坡市场。约10.0%将用于战略投资、合并及收购。约10.0%将用于营运资金及一般公司用途。",5065.06,8.39,15.419898471558,首发信息一览,5065.06,0.06,资讯科技业,信息技术,232258,海致科技集团,4.0,116959500.0,JSC International Investment Fund SPC；JINGSHENG HENGXING TECHNOLOGY PTE. LTD.；Mega Prime Development Limited；Infini Global Master Fund,50.0,2027-01-13,2026-02-10,319330960000,5206.3351,超购于4067.4493倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,77.2,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
9981.HK,沃尔核材,2026-02-13,2026-02-12,2026-02-05,2026-02-10,2026-02-11,2026-02-12,主板,"发售以供认购,发售以供配售",是,,20.09,20.09,200,4058.53,139988800,13999000,125989800,2812374992.0,2733600000.0,HKD,"45%将用于实现产品组合多元化及升级产品以扩展业务范围并增加市场份额及渗透率,从而巩固公司于电子通信及电力传输行业的领先地位;27%将用于拓展全球业务版图、提升中国及马来西亚产能,以满足快速增长的海外市场不断增加的需求;18%将用于潜在战略投资及╱或收购;10%将用于营运资金及一般企业用途。",569.58,8.19,34.49941792115,首发信息一览,569.58,0.33,工业,信息技术,141463,沃尔核材,16.0,970253002.0,"惠州市惠联投资合伙企业(有限合伙)；HHLR Advisors, Ltd.；上海景林资产管理有限公司及华泰资本投资有限公司；深圳市新世界投资(香港)有限公司；新宙邦(香港)有限公司",50.0,2026-08-13,2026-02-10,126504020000,583.4506,超购于448.8082倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,62.6,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,孖展拥挤；一手中签率低；基石阵容较多
0470.HK,先导智能,2026-02-11,2026-03-08,2026-02-03,2026-02-06,2026-02-09,2026-02-10,主板,"发售以供认购,发售以供配售",是,,45.8,45.8,100,4626.19,93616000,9361600,84254400,4949074720.0,4814400000.0,HKD,"约40%,将用于扩大全球研发、销售及服务网络以及选择性实施战略举措,以作为公司全球化战略的重要部分;约30%,将用于深化公司的平台化战略;约10%,将用于公司的产品设计及制造流程、智能装备技术优化的研发,以提高其性能及运行的稳定性,并降低能源消耗,以协助客户进一步提升生产效率及产品性能;约10%,将用于提升公司的数字化基础设施及改善各业务流程(如供应链管理、研发、生产、质量控制、销售及运营)的数字化能力,以提升运营效率;约10%,将用作营运资金及一般企业用途。",79.54,10.47,43.316430268,首发信息一览,79.54,18.0,工业,工业,57322,先导智能,10.0,2143762500.0,"Aspex Master Fund；MY Asian Opportunities Master Fund, L.P.；Oaktree Capital Management, L.P.；欧万达基金管理有限公司；Pinpoint Asset Management Limited",55.0,2026-08-11,2026-02-06,21833360000,64.8985,超购于49.9219倍,,,1.0,农银国际融资有限公司,已上市/半新股,58.1,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
0600.HK,爱芯元智,2026-02-10,2026-03-08,2026-01-30,2026-02-05,2026-01-30,2026-02-09,主板,"发售以供认购,发售以供配售",是,28.2,28.2,28.2,100,2848.44,104915200,10491600,94423600,2991774660.0,2830280000.0,HKD,"约60.0%将用于投资优化公司现有的技术平台,主要以逐步提升现有产品的高性能及高效率,并在未来四年推出新产品；约15.0%将用于在未来四年投资研发项目,主要以开发扩大公司的业务范围的新技术；约5.0%将用于未来四年公司的销售扩张；约10.0%将用于股权投资或收购,旨在在未来四年进一步整合上下游行业资源；约10.0%将用于营运资金及其他一般公司用途。",104.82,6.8,48.219874955422,首发信息一览,104.82,18.0,资讯科技业,信息技术,85091,爱芯元智,16.0,1442630000.0,韦尔半导体香港有限公司；新马服装国际有限公司；JSC International Investment Fund SPC；NGS Super Pty Limited；Desay SV Automotive Singapore Pte. Ltd.,50.0,2026-08-10,2026-02-05,21536230000,93.3285,超购于71.7911倍,,,,,已上市/半新股,55.3,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2720.HK,乐欣户外,2026-02-10,2026-02-09,2026-01-31,2026-02-05,2026-02-06,2026-02-09,主板,"发售以供认购,发售以供配售",是,11.25,12.25,12.25,500,6186.78,28205000,2820500,25384500,345511250.0,285200000.0,HKD,"所得款项净额约45.0%将用作品牌开发及推广；所得款项净额约25.0%将用作产品设计及开发及建立全球钓鱼用具创新中心；所得款项净额约20.0%将用作升级生产设施,并提升公司的数字化能力；所得款项净额约10.0%将用作营运资金及一般企业用途。",3654.23,2.94,37.625402935505,首发信息一览,3654.23,1.0,非必需性消费,非日常生活消费品,111036,乐欣户外,2.0,130000000.0,地平线创业投资管理有限公司；黄山德钧企业管理有限公司,50.0,2027-02-10,2026-02-05,93292630000,3454.8901,超购于2699.1329倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,73.2,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
6809.HK,澜起科技,2026-02-09,2026-02-10,2026-01-30,2026-02-04,2026-02-05,2026-02-06,主板,"发售以供认购,发售以供配售",是,,106.89,106.89,100,10796.8,65890000,6589000,59301000,8099429415.0,7947800000.0,HKD,"约70.0%将在未来五年内用于投资互连类芯片领域的研发,提升公司的全球领先地位,把握云计算和AI基础设施领域的机遇;约5.0%将用于提高公司的商业化能力;约15.0%将用于战略投资及╱或收购,以实现公司的长期增长策略;约10.0%将用于营运资金及一般公司用途。",707.3,37.67,43.324718572166,首发信息一览,707.3,5.0,资讯科技业,信息技术,260646,澜起科技,18.0,3509055000.0,UBS Asset Management (Singapore) Ltd.；J.P. Morgan Investment Management Inc.；Alisoft China Holding Limited；New Alternative Limited；Janchor Partners Pan-Asian Master Fund（,60.0,2026-08-09,2026-02-04,370089270000,671.3246,超购于524.4723倍,,,,,已上市/半新股,76.5,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,孖展拥挤；一手中签率低；基石阵容较多
2714.HK,牧原股份,2026-02-06,2026-03-05,2026-01-29,2026-02-03,2026-02-04,2026-02-05,主板,"发售以供认购,发售以供配售",是,,39.0,39.0,100,3939.34,273951400,27395200,246556200,12098700900.0,11865400000.0,HKD,"约60.0%将用于挖掘海外机遇扩大商业版图;募集资金净额约30.0%将用于在未来三年通过研发投入推动全产业链技术创新,以巩固公司在育种、智能养殖、营养管理及生物安全方面的竞争力;募集资金净额约10.0%将用作营运资金及一般企业用途。",5.88,8.62,44.153166643338,首发信息一览,5.88,100.0,必需性消费,日常消费品,21268,牧原股份,15.0,5341959570.056,Charoen Pokphand Foods Public Company Limited；富达基金(香港)有限公司；中化香港(集团)有限公司；香港豫农国际有限公司；Wii Pte. Ltd.,60.0,2026-08-06,2026-02-03,4864430000,5.9689,超购于3.5529倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,58.1,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2677.HK,卓正医疗,2026-02-06,2026-03-05,2026-01-29,2026-02-03,2026-02-04,2026-02-05,主板,"发售以供认购,发售以供配售",是,57.7,66.6,59.9,50,3363.58,4750000,475000,4275000,296271390.0,220140000.0,HKD,"35%用于通过打造一个医疗人工智能应用的专业人才库、与领先的科研机构及公司开展战略合作及外部采购,同时公司的内部信息及数据技术部门对公司自身的信息技术系统进行改进,部署人工智能先进技术来革新医疗服务及提高运营效率；30%用于升级现有医疗服务机构及设立新医疗服务机构,以加深渗透力及覆盖更广泛的目标患者群；25%用于在适当机会出现时收购一线城市及新一线城市中业绩良好的医疗服务机构；10%用作营运资金及其他一般公司用途。",2730.73,5.79,30.643323339456,首发信息一览,2730.73,1.0,医疗保健业,医疗保健,147844,卓正医疗,4.0,90787400.0,Health Vision Hong Kong Limited；金域检验(香港)有限公司；明略科技；Galaxy Dynasty Limited,50.0,2026-08-06,2026-02-03,66497040000,2689.2909,超购于2101.0085倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,75.8,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
